t,phi1,phi2,p1,p2
48.31800, -0.54480, -0.30154, 0.60874, 0.73545
48.31900, -0.54489, -0.30071, 0.61889, 0.74129
48.32000, -0.54499, -0.29987, 0.62904, 0.74711
48.32100, -0.54507, -0.29904, 0.63919, 0.75292
48.32200, -0.54516, -0.29820, 0.64934, 0.75870
48.32300, -0.54524, -0.29736, 0.65949, 0.76447
48.32400, -0.54531, -0.29652, 0.66965, 0.77023
48.32500, -0.54538, -0.29568, 0.67981, 0.77597
48.32600, -0.54545, -0.29484, 0.68997, 0.78169
48.32700, -0.54551, -0.29400, 0.70014, 0.78739
48.32800, -0.54557, -0.29315, 0.71030, 0.79308
48.32900, -0.54562, -0.29230, 0.72047, 0.79875
48.33000, -0.54567, -0.29146, 0.73064, 0.80440
48.33100, -0.54571, -0.29061, 0.74081, 0.81004
48.33200, -0.54575, -0.28976, 0.75098, 0.81566
48.33300, -0.54578, -0.28891, 0.76115, 0.82126
48.33400, -0.54581, -0.28806, 0.77133, 0.82685
48.33500, -0.54583, -0.28720, 0.78150, 0.83242
48.33600, -0.54585, -0.28635, 0.79168, 0.83797
48.33700, -0.54587, -0.28549, 0.80186, 0.84351
48.33800, -0.54588, -0.28464, 0.81204, 0.84902
48.33900, -0.54588, -0.28378, 0.82222, 0.85452
48.34000, -0.54588, -0.28292, 0.83240, 0.86001
48.34100, -0.54588, -0.28206, 0.84259, 0.86547
48.34200, -0.54587, -0.28121, 0.85277, 0.87092
48.34300, -0.54586, -0.28034, 0.86296, 0.87636
48.34400, -0.54584, -0.27948, 0.87314, 0.88177
48.34500, -0.54581, -0.27862, 0.88333, 0.88717
48.34600, -0.54579, -0.27776, 0.89352, 0.89255
48.34700, -0.54575, -0.27690, 0.90371, 0.89791
48.34800, -0.54571, -0.27603, 0.91390, 0.90325
48.34900, -0.54567, -0.27517, 0.92409, 0.90858
48.35000, -0.54562, -0.27430, 0.93428, 0.91389
48.35100, -0.54557, -0.27344, 0.94447, 0.91918
48.35200, -0.54551, -0.27257, 0.95466, 0.92446
48.35300, -0.54545, -0.27170, 0.96485, 0.92972
48.35400, -0.54538, -0.27084, 0.97504, 0.93496
48.35500, -0.54531, -0.26997, 0.98523, 0.94018
48.35600, -0.54523, -0.26910, 0.99542, 0.94538
48.35700, -0.54515, -0.26823, 1.00561, 0.95057
48.35800, -0.54506, -0.26736, 1.01580, 0.95574
48.35900, -0.54497, -0.26649, 1.02599, 0.96089
48.36000, -0.54487, -0.26562, 1.03618, 0.96602
48.36100, -0.54477, -0.26475, 1.04637, 0.97114
48.36200, -0.54466, -0.26388, 1.05656, 0.97624
48.36300, -0.54455, -0.26301, 1.06675, 0.98132
48.36400, -0.54443, -0.26214, 1.07694, 0.98638
48.36500, -0.54431, -0.26127, 1.08712, 0.99142
48.36600, -0.54418, -0.26040, 1.09731, 0.99645
48.36700, -0.54405, -0.25953, 1.10750, 1.00146
48.36800, -0.54391, -0.25866, 1.11768, 1.00645
48.36900, -0.54377, -0.25778, 1.12786, 1.01142
48.37000, -0.54362, -0.25691, 1.13805, 1.01638
48.37100, -0.54347, -0.25604, 1.14823, 1.02132
48.37200, -0.54331, -0.25517, 1.15841, 1.02624
48.37300, -0.54314, -0.25430, 1.16859, 1.03114
48.37400, -0.54297, -0.25343, 1.17876, 1.03602
48.37500, -0.54280, -0.25256, 1.18894, 1.04089
48.37600, -0.54262, -0.25169, 1.19912, 1.04574
48.37700, -0.54243, -0.25081, 1.20929, 1.05057
48.37800, -0.54224, -0.24994, 1.21946, 1.05538
48.37900, -0.54205, -0.24907, 1.22963, 1.06017
48.38000, -0.54185, -0.24820, 1.23980, 1.06495
48.38100, -0.54164, -0.24733, 1.24996, 1.06971
48.38200, -0.54143, -0.24646, 1.26012, 1.07445
48.38300, -0.54121, -0.24559, 1.27028, 1.07917
48.38400, -0.54099, -0.24472, 1.28044, 1.08387
48.38500, -0.54077, -0.24385, 1.29060, 1.08856
48.38600, -0.54053, -0.24299, 1.30075, 1.09323
48.38700, -0.54029, -0.24212, 1.31091, 1.09788
48.38800, -0.54005, -0.24125, 1.32105, 1.10251
48.38900, -0.53980, -0.24038, 1.33120, 1.10712
48.39000, -0.53955, -0.23952, 1.34134, 1.11172
48.39100, -0.53929, -0.23865, 1.35149, 1.11630
48.39200, -0.53902, -0.23779, 1.36162, 1.12086
48.39300, -0.53875, -0.23692, 1.37176, 1.12540
48.39400, -0.53848, -0.23606, 1.38189, 1.12992
48.39500, -0.53820, -0.23519, 1.39202, 1.13443
48.39600, -0.53791, -0.23433, 1.40214, 1.13892
48.39700, -0.53762, -0.23347, 1.41226, 1.14339
48.39800, -0.53732, -0.23261, 1.42238, 1.14784
48.39900, -0.53702, -0.23174, 1.43250, 1.15228
48.40000, -0.53671, -0.23088, 1.44261, 1.15669
48.40100, -0.53639, -0.23003, 1.45272, 1.16109
48.40200, -0.53607, -0.22917, 1.46282, 1.16547
48.40300, -0.53575, -0.22831, 1.47292, 1.16984
48.40400, -0.53542, -0.22745, 1.48301, 1.17418
48.40500, -0.53508, -0.22660, 1.49310, 1.17851
48.40600, -0.53474, -0.22574, 1.50319, 1.18282
48.40700, -0.53439, -0.22489, 1.51327, 1.18711
48.40800, -0.53404, -0.22403, 1.52335, 1.19138
48.40900, -0.53368, -0.22318, 1.53343, 1.19564
48.41000, -0.53332, -0.22233, 1.54350, 1.19988
48.41100, -0.53295, -0.22148, 1.55356, 1.20410
48.41200, -0.53257, -0.22063, 1.56362, 1.20830
48.41300, -0.53219, -0.21978, 1.57367, 1.21249
48.41400, -0.53181, -0.21894, 1.58372, 1.21665
48.41500, -0.53141, -0.21809, 1.59377, 1.22080
48.41600, -0.53102, -0.21725, 1.60381, 1.22493
48.41700, -0.53061, -0.21640, 1.61384, 1.22905
48.41800, -0.53020, -0.21556, 1.62387, 1.23315
48.41900, -0.52979, -0.21472, 1.63389, 1.23722
48.42000, -0.52937, -0.21388, 1.64391, 1.24129
48.42100, -0.52894, -0.21304, 1.65392, 1.24533
48.42200, -0.52851, -0.21220, 1.66393, 1.24936
48.42300, -0.52807, -0.21137, 1.67393, 1.25337
48.42400, -0.52763, -0.21053, 1.68392, 1.25736
48.42500, -0.52718, -0.20970, 1.69391, 1.26133
48.42600, -0.52673, -0.20887, 1.70389, 1.26529
48.42700, -0.52627, -0.20804, 1.71387, 1.26923
48.42800, -0.52580, -0.20721, 1.72384, 1.27315
48.42900, -0.52533, -0.20638, 1.73380, 1.27706
48.43000, -0.52485, -0.20556, 1.74376, 1.28094
48.43100, -0.52437, -0.20473, 1.75370, 1.28481
48.43200, -0.52388, -0.20391, 1.76365, 1.28867
48.43300, -0.52339, -0.20309, 1.77358, 1.29250
48.43400, -0.52289, -0.20227, 1.78351, 1.29632
48.43500, -0.52238, -0.20145, 1.79343, 1.30012
48.43600, -0.52187, -0.20064, 1.80334, 1.30391
48.43700, -0.52135, -0.19982, 1.81325, 1.30768
48.43800, -0.52083, -0.19901, 1.82315, 1.31143
48.43900, -0.52030, -0.19820, 1.83304, 1.31516
48.44000, -0.51976, -0.19739, 1.84292, 1.31888
48.44100, -0.51922, -0.19658, 1.85280, 1.32258
48.44200, -0.51867, -0.19577, 1.86267, 1.32626
48.44300, -0.51812, -0.19497, 1.87252, 1.32993
48.44400, -0.51756, -0.19417, 1.88238, 1.33358
48.44500, -0.51700, -0.19337, 1.89222, 1.33721
48.44600, -0.51643, -0.19257, 1.90205, 1.34083
48.44700, -0.51585, -0.19177, 1.91188, 1.34443
48.44800, -0.51527, -0.19098, 1.92170, 1.34801
48.44900, -0.51468, -0.19018, 1.93150, 1.35158
48.45000, -0.51409, -0.18939, 1.94130, 1.35513
48.45100, -0.51349, -0.18860, 1.95109, 1.35866
48.45200, -0.51289, -0.18782, 1.96088, 1.36218
48.45300, -0.51228, -0.18703, 1.97065, 1.36568
48.45400, -0.51166, -0.18625, 1.98041, 1.36917
48.45500, -0.51104, -0.18547, 1.99016, 1.37263
48.45600, -0.51041, -0.18469, 1.99991, 1.37609
48.45700, -0.50977, -0.18391, 2.00964, 1.37952
48.45800, -0.50913, -0.18314, 2.01937, 1.38294
48.45900, -0.50849, -0.18237, 2.02908, 1.38635
48.46000, -0.50783, -0.18160, 2.03878, 1.38974
48.46100, -0.50718, -0.18083, 2.04848, 1.39311
48.46200, -0.50651, -0.18006, 2.05816, 1.39647
48.46300, -0.50584, -0.17930, 2.06784, 1.39981
48.46400, -0.50517, -0.17854, 2.07750, 1.40313
48.46500, -0.50448, -0.17778, 2.08715, 1.40644
48.46600, -0.50380, -0.17702, 2.09679, 1.40974
48.46700, -0.50310, -0.17627, 2.10642, 1.41302
48.46800, -0.50240, -0.17551, 2.11604, 1.41628
48.46900, -0.50170, -0.17476, 2.12565, 1.41953
48.47000, -0.50099, -0.17402, 2.13525, 1.42276
48.47100, -0.50027, -0.17327, 2.14483, 1.42598
48.47200, -0.49955, -0.17253, 2.15441, 1.42918
48.47300, -0.49882, -0.17179, 2.16397, 1.43236
48.47400, -0.49808, -0.17105, 2.17352, 1.43554
48.47500, -0.49734, -0.17031, 2.18306, 1.43869
48.47600, -0.49660, -0.16958, 2.19259, 1.44183
48.47700, -0.49584, -0.16885, 2.20210, 1.44496
48.47800, -0.49508, -0.16812, 2.21160, 1.44807
48.47900, -0.49432, -0.16740, 2.22109, 1.45117
48.48000, -0.49355, -0.16667, 2.23057, 1.45425
48.48100, -0.49277, -0.16595, 2.24004, 1.45732
48.48200, -0.49199, -0.16524, 2.24949, 1.46037
48.48300, -0.49120, -0.16452, 2.25893, 1.46341
48.48400, -0.49041, -0.16381, 2.26835, 1.46643
48.48500, -0.48961, -0.16310, 2.27777, 1.46944
48.48600, -0.48880, -0.16239, 2.28717, 1.47244
48.48700, -0.48799, -0.16169, 2.29655, 1.47542
48.48800, -0.48717, -0.16098, 2.30592, 1.47838
48.48900, -0.48635, -0.16029, 2.31528, 1.48134
48.49000, -0.48552, -0.15959, 2.32463, 1.48427
48.49100, -0.48468, -0.15890, 2.33396, 1.48720
48.49200, -0.48384, -0.15820, 2.34328, 1.49011
48.49300, -0.48299, -0.15752, 2.35258, 1.49301
48.49400, -0.48214, -0.15683, 2.36187, 1.49589
48.49500, -0.48128, -0.15615, 2.37114, 1.49876
48.49600, -0.48041, -0.15547, 2.38040, 1.50161
48.49700, -0.47954, -0.15479, 2.38965, 1.50446
48.49800, -0.47866, -0.15412, 2.39888, 1.50729
48.49900, -0.47778, -0.15345, 2.40809, 1.51010
48.50000, -0.47689, -0.15278, 2.41729, 1.51290
48.50100, -0.47599, -0.15211, 2.42648, 1.51569
48.50200, -0.47509, -0.15145, 2.43565, 1.51847
48.50300, -0.47418, -0.15079, 2.44480, 1.52123
48.50400, -0.47327, -0.15014, 2.45394, 1.52398
48.50500, -0.47235, -0.14948, 2.46306, 1.52672
48.50600, -0.47142, -0.14883, 2.47217, 1.52944
48.50700, -0.47049, -0.14818, 2.48126, 1.53215
48.50800, -0.46956, -0.14754, 2.49033, 1.53485
48.50900, -0.46861, -0.14690, 2.49939, 1.53753
48.51000, -0.46766, -0.14626, 2.50843, 1.54021
48.51100, -0.46671, -0.14562, 2.51746, 1.54287
48.51200, -0.46575, -0.14499, 2.52647, 1.54552
48.51300, -0.46478, -0.14436, 2.53546, 1.54815
48.51400, -0.46381, -0.14374, 2.54443, 1.55078
48.51500, -0.46283, -0.14311, 2.55339, 1.55339
48.51600, -0.46184, -0.14249, 2.56233, 1.55599
48.51700, -0.46085, -0.14188, 2.57125, 1.55857
48.51800, -0.45986, -0.14126, 2.58016, 1.56115
48.51900, -0.45885, -0.14065, 2.58905, 1.56371
48.52000, -0.45785, -0.14005, 2.59791, 1.56627
48.52100, -0.45683, -0.13944, 2.60677, 1.56881
48.52200, -0.45581, -0.13884, 2.61560, 1.57134
48.52300, -0.45479, -0.13824, 2.62442, 1.57385
48.52400, -0.45375, -0.13765, 2.63321, 1.57636
48.52500, -0.45272, -0.13706, 2.64199, 1.57886
48.52600, -0.45167, -0.13647, 2.65075, 1.58134
48.52700, -0.45062, -0.13589, 2.65949, 1.58381
48.52800, -0.44957, -0.13530, 2.66822, 1.58627
48.52900, -0.44851, -0.13473, 2.67692, 1.58872
48.53000, -0.44744, -0.13415, 2.68560, 1.59116
48.53100, -0.44637, -0.13358, 2.69427, 1.59359
48.53200, -0.44529, -0.13301, 2.70292, 1.59601
48.53300, -0.44420, -0.13245, 2.71154, 1.59842
48.53400, -0.44311, -0.13189, 2.72015, 1.60082
48.53500, -0.44201, -0.13133, 2.72874, 1.60320
48.53600, -0.44091, -0.13077, 2.73730, 1.60558
48.53700, -0.43980, -0.13022, 2.74585, 1.60794
48.53800, -0.43869, -0.12967, 2.75438, 1.61030
48.53900, -0.43757, -0.12913, 2.76288, 1.61265
48.54000, -0.43644, -0.12859, 2.77137, 1.61498
48.54100, -0.43531, -0.12805, 2.77983, 1.61731
48.54200, -0.43417, -0.12752, 2.78828, 1.61962
48.54300, -0.43303, -0.12699, 2.79670, 1.62193
48.54400, -0.43188, -0.12646, 2.80510, 1.62423
48.54500, -0.43073, -0.12594, 2.81348, 1.62651
48.54600, -0.42957, -0.12541, 2.82184, 1.62879
48.54700, -0.42840, -0.12490, 2.83018, 1.63106
48.54800, -0.42723, -0.12438, 2.83850, 1.63332
48.54900, -0.42605, -0.12387, 2.84679, 1.63557
48.55000, -0.42487, -0.12337, 2.85507, 1.63781
48.55100, -0.42368, -0.12286, 2.86332, 1.64004
48.55200, -0.42248, -0.12237, 2.87155, 1.64226
48.55300, -0.42128, -0.12187, 2.87976, 1.64447
48.55400, -0.42007, -0.12138, 2.88794, 1.64668
48.55500, -0.41886, -0.12089, 2.89610, 1.64887
48.55600, -0.41764, -0.12040, 2.90424, 1.65106
48.55700, -0.41642, -0.11992, 2.91236, 1.65324
48.55800, -0.41519, -0.11944, 2.92045, 1.65541
48.55900, -0.41396, -0.11897, 2.92853, 1.65757
48.56000, -0.41272, -0.11850, 2.93657, 1.65972
48.56100, -0.41147, -0.11803, 2.94460, 1.66187
48.56200, -0.41022, -0.11756, 2.95260, 1.66401
48.56300, -0.40896, -0.11710, 2.96058, 1.66613
48.56400, -0.40770, -0.11665, 2.96853, 1.66826
48.56500, -0.40643, -0.11619, 2.97646, 1.67037
48.56600, -0.40515, -0.11574, 2.98437, 1.67247
48.56700, -0.40387, -0.11530, 2.99225, 1.67457
48.56800, -0.40259, -0.11485, 3.00011, 1.67666
48.56900, -0.40129, -0.11441, 3.00794, 1.67875
48.57000, -0.40000, -0.11398, 3.01575, 1.68082
48.57100, -0.39870, -0.11355, 3.02353, 1.68289
48.57200, -0.39739, -0.11312, 3.03129, 1.68495
48.57300, -0.39607, -0.11269, 3.03903, 1.68700
48.57400, -0.39475, -0.11227, 3.04674, 1.68905
48.57500, -0.39343, -0.11185, 3.05442, 1.69109
48.57600, -0.39210, -0.11144, 3.06208, 1.69312
48.57700, -0.39076, -0.11103, 3.06972, 1.69515
48.57800, -0.38942, -0.11062, 3.07733, 1.69716
48.57900, -0.38808, -0.11022, 3.08491, 1.69918
48.58000, -0.38672, -0.10982, 3.09247, 1.70118
48.58100, -0.38537, -0.10942, 3.10000, 1.70318
48.58200, -0.38400, -0.10903, 3.10751, 1.70517
48.58300, -0.38264, -0.10864, 3.11499, 1.70716
48.58400, -0.38126, -0.10826, 3.12244, 1.70914
48.58500, -0.37988, -0.10787, 3.12987, 1.71111
48.58600, -0.37850, -0.10750, 3.13727, 1.71308
48.58700, -0.37711, -0.10712, 3.14464, 1.71504
48.58800, -0.37571, -0.10675, 3.15199, 1.71700
48.58900, -0.37431, -0.10638, 3.15931, 1.71895
48.59000, -0.37291, -0.10602, 3.16660, 1.72089
48.59100, -0.37149, -0.10566, 3.17387, 1.72283
48.59200, -0.37008, -0.10530, 3.18111, 1.72476
48.59300, -0.36866, -0.10495, 3.18832, 1.72669
48.59400, -0.36723, -0.10460, 3.19551, 1.72861
48.59500, -0.36580, -0.10425, 3.20266, 1.73053
48.59600, -0.36436, -0.10391, 3.20979, 1.73244
48.59700, -0.36292, -0.10357, 3.21689, 1.73434
48.59800, -0.36147, -0.10324, 3.22397, 1.73624
48.59900, -0.36001, -0.10290, 3.23101, 1.73814
48.60000, -0.35856, -0.10258, 3.23803, 1.74003
48.60100, -0.35709, -0.10225, 3.24502, 1.74191
48.60200, -0.35562, -0.10193, 3.25198, 1.74379
48.60300, -0.35415, -0.10161, 3.25891, 1.74567
48.60400, -0.35267, -0.10130, 3.26582, 1.74754
48.60500, -0.35119, -0.10099, 3.27269, 1.74940
48.60600, -0.34970, -0.10068, 3.27954, 1.75127
48.60700, -0.34820, -0.10038, 3.28636, 1.75312
48.60800, -0.34670, -0.10007, 3.29315, 1.75497
48.60900, -0.34520, -0.09978, 3.29991, 1.75682
48.61000, -0.34369, -0.09948, 3.30664, 1.75867
48.61100, -0.34218, -0.09919, 3.31334, 1.76051
48.61200, -0.34066, -0.09891, 3.32001, 1.76234
48.61300, -0.33913, -0.09862, 3.32665, 1.76417
48.61400, -0.33760, -0.09834, 3.33326, 1.76600
48.61500, -0.33607, -0.09807, 3.33985, 1.76782
48.61600, -0.33453, -0.09780, 3.34640, 1.76964
48.61700, -0.33299, -0.09753, 3.35292, 1.77145
48.61800, -0.33144, -0.09726, 3.35941, 1.77327
48.61900, -0.32988, -0.09700, 3.36588, 1.77507
48.62000, -0.32833, -0.09674, 3.37231, 1.77688
48.62100, -0.32676, -0.09648, 3.37871, 1.77868
48.62200, -0.32520, -0.09623, 3.38508, 1.78047
48.62300, -0.32362, -0.09598, 3.39142, 1.78227
48.62400, -0.32205, -0.09573, 3.39773, 1.78406
48.62500, -0.32046, -0.09549, 3.40401, 1.78584
48.62600, -0.31888, -0.09525, 3.41026, 1.78763
48.62700, -0.31729, -0.09501, 3.41648, 1.78941
48.62800, -0.31569, -0.09478, 3.42266, 1.79118
48.62900, -0.31409, -0.09455, 3.42882, 1.79296
48.63000, -0.31248, -0.09432, 3.43494, 1.79473
48.63100, -0.31087, -0.09410, 3.44103, 1.79649
48.63200, -0.30926, -0.09388, 3.44709, 1.79826
48.63300, -0.30764, -0.09366, 3.45312, 1.80002
48.63400, -0.30602, -0.09345, 3.45912, 1.80178
48.63500, -0.30439, -0.09323, 3.46509, 1.80353
48.63600, -0.30276, -0.09303, 3.47102, 1.80529
48.63700, -0.30112, -0.09282, 3.47692, 1.80704
48.63800, -0.29948, -0.09262, 3.48279, 1.80878
48.63900, -0.29783, -0.09242, 3.48863, 1.81053
48.64000, -0.29618, -0.09222, 3.49444, 1.81227
48.64100, -0.29453, -0.09203, 3.50021, 1.81401
48.64200, -0.29287, -0.09184, 3.50595, 1.81575
48.64300, -0.29121, -0.09165, 3.51166, 1.81748
48.64400, -0.28954, -0.09147, 3.51734, 1.81922
48.64500, -0.28787, -0.09129, 3.52298, 1.82095
48.64600, -0.28620, -0.09111, 3.52859, 1.82268
48.64700, -0.28452, -0.09093, 3.53417, 1.82440
48.64800, -0.28283, -0.09076, 3.53971, 1.82612
48.64900, -0.28115, -0.09059, 3.54523, 1.82785
48.65000, -0.27945, -0.09042, 3.55071, 1.82957
48.65100, -0.27776, -0.09026, 3.55615, 1.83128
48.65200, -0.27606, -0.09010, 3.56157, 1.83300
48.65300, -0.27435, -0.08994, 3.56694, 1.83471
48.65400, -0.27265, -0.08978, 3.57229, 1.83642
48.65500, -0.27093, -0.08963, 3.57760, 1.83813
48.65600, -0.26922, -0.08948, 3.58288, 1.83984
48.65700, -0.26750, -0.08933, 3.58813, 1.84155
48.65800, -0.26577, -0.08918, 3.59334, 1.84325
48.65900, -0.26405, -0.08904, 3.59852, 1.84495
48.66000, -0.26232, -0.08890, 3.60367, 1.84665
48.66100, -0.26058, -0.08876, 3.60878, 1.84835
48.66200, -0.25884, -0.08863, 3.61385, 1.85005
48.66300, -0.25710, -0.08849, 3.61890, 1.85174
48.66400, -0.25535, -0.08836, 3.62390, 1.85344
48.66500, -0.25360, -0.08823, 3.62888, 1.85513
48.66600, -0.25185, -0.08811, 3.63382, 1.85682
48.66700, -0.25009, -0.08798, 3.63873, 1.85851
48.66800, -0.24833, -0.08786, 3.64360, 1.86020
48.66900, -0.24657, -0.08774, 3.64844, 1.86188
48.67000, -0.24480, -0.08762, 3.65324, 1.86357
48.67100, -0.24303, -0.08751, 3.65801, 1.86525
48.67200, -0.24126, -0.08740, 3.66274, 1.86693
48.67300, -0.23948, -0.08729, 3.66744, 1.86862
48.67400, -0.23770, -0.08718, 3.67210, 1.87030
48.67500, -0.23591, -0.08707, 3.67673, 1.87197
48.67600, -0.23412, -0.08697, 3.68133, 1.87365
48.67700, -0.23233, -0.08686, 3.68589, 1.87533
48.67800, -0.23054, -0.08676, 3.69041, 1.87700
48.67900, -0.22874, -0.08666, 3.69490, 1.87867
48.68000, -0.22694, -0.08657, 3.69936, 1.88035
48.68100, -0.22514, -0.08647, 3.70378, 1.88202
48.68200, -0.22333, -0.08638, 3.70816, 1.88369
48.68300, -0.22152, -0.08629, 3.71251, 1.88536
48.68400, -0.21971, -0.08620, 3.71682, 1.88702
48.68500, -0.21789, -0.08611, 3.72110, 1.88869
48.68600, -0.21607, -0.08602, 3.72535, 1.89036
48.68700, -0.21425, -0.08594, 3.72955, 1.89202
48.68800, -0.21243, -0.08586, 3.73373, 1.89368
48.68900, -0.21060, -0.08577, 3.73786, 1.89535
48.69000, -0.20877, -0.08569, 3.74196, 1.89701
48.69100, -0.20694, -0.08562, 3.74603, 1.89867
48.69200, -0.20510, -0.08554, 3.75006, 1.90033
48.69300, -0.20326, -0.08546, 3.75405, 1.90199
48.69400, -0.20142, -0.08539, 3.75801, 1.90364
48.69500, -0.19958, -0.08532, 3.76193, 1.90530
48.69600, -0.19773, -0.08525, 3.76581, 1.90696
48.69700, -0.19588, -0.08517, 3.76966, 1.90861
48.69800, -0.19403, -0.08511, 3.77348, 1.91026
48.69900, -0.19218, -0.08504, 3.77726, 1.91192
48.70000, -0.19032, -0.08497, 3.78100, 1.91357
48.70100, -0.18846, -0.08490, 3.78470, 1.91522
48.70200, -0.18660, -0.08484, 3.78837, 1.91687
48.70300, -0.18474, -0.08478, 3.79200, 1.91852
48.70400, -0.18287, -0.08471, 3.79560, 1.92017
48.70500, -0.18100, -0.08465, 3.79916, 1.92182
48.70600, -0.17913, -0.08459, 3.80268, 1.92346
48.70700, -0.17726, -0.08453, 3.80617, 1.92511
48.70800, -0.17539, -0.08447, 3.80962, 1.92675
48.70900, -0.17351, -0.08441, 3.81304, 1.92840
48.71000, -0.17163, -0.08435, 3.81641, 1.93004
48.71100, -0.16975, -0.08430, 3.81975, 1.93168
48.71200, -0.16787, -0.08424, 3.82306, 1.93333
48.71300, -0.16598, -0.08418, 3.82633, 1.93497
48.71400, -0.16410, -0.08413, 3.82956, 1.93661
48.71500, -0.16221, -0.08407, 3.83275, 1.93825
48.71600, -0.16032, -0.08402, 3.83591, 1.93988
48.71700, -0.15843, -0.08396, 3.83903, 1.94152
48.71800, -0.15654, -0.08391, 3.84211, 1.94316
48.71900, -0.15464, -0.08385, 3.84516, 1.94480
48.72000, -0.15274, -0.08380, 3.84817, 1.94643
48.72100, -0.15085, -0.08375, 3.85114, 1.94806
48.72200, -0.14895, -0.08369, 3.85408, 1.94970
48.72300, -0.14704, -0.08364, 3.85697, 1.95133
48.72400, -0.14514, -0.08359, 3.85984, 1.95296
48.72500, -0.14324, -0.08353, 3.86266, 1.95459
48.72600, -0.14133, -0.08348, 3.86545, 1.95622
48.72700, -0.13943, -0.08343, 3.86820, 1.95785
48.72800, -0.13752, -0.08337, 3.87091, 1.95948
48.72900, -0.13561, -0.08332, 3.87359, 1.96111
48.73000, -0.13370, -0.08327, 3.87622, 1.96273
48.73100, -0.13179, -0.08321, 3.87883, 1.96436
48.73200, -0.12987, -0.08316, 3.88139, 1.96598
48.73300, -0.12796, -0.08310, 3.88392, 1.96761
48.73400, -0.12604, -0.08305, 3.88640, 1.96923
48.73500, -0.12413, -0.08299, 3.88886, 1.97085
48.73600, -0.12221, -0.08294, 3.89127, 1.97247
48.73700, -0.12029, -0.08288, 3.89365, 1.97409
48.73800, -0.11838, -0.08282, 3.89599, 1.97571
48.73900, -0.11646, -0.08276, 3.89829, 1.97733
48.74000, -0.11454, -0.08270, 3.90055, 1.97895
48.74100, -0.11261, -0.08264, 3.90278, 1.98056
48.74200, -0.11069, -0.08258, 3.90497, 1.98218
48.74300, -0.10877, -0.08252, 3.90712, 1.98379
48.74400, -0.10685, -0.08246, 3.90923, 1.98541
48.74500, -0.10492, -0.08240, 3.91131, 1.98702
48.74600, -0.10300, -0.08233, 3.91334, 1.98863
48.74700, -0.10108, -0.08227, 3.91534, 1.99024
48.74800, -0.09915, -0.08220, 3.91731, 1.99185
48.74900, -0.09722, -0.08213, 3.91923, 1.99346
48.75000, -0.09530, -0.08207, 3.92112, 1.99506
48.75100, -0.09337, -0.08200, 3.92297, 1.99667
48.75200, -0.09145, -0.08192, 3.92478, 1.99827
48.75300, -0.08952, -0.08185, 3.92655, 1.99988
48.75400, -0.08759, -0.08178, 3.92829, 2.00148
48.75500, -0.08567, -0.08170, 3.92999, 2.00308
48.75600, -0.08374, -0.08162, 3.93165, 2.00468
48.75700, -0.08181, -0.08155, 3.93327, 2.00628
48.75800, -0.07989, -0.08147, 3.93485, 2.00787
48.75900, -0.07796, -0.08138, 3.93640, 2.00947
48.76000, -0.07603, -0.08130, 3.93791, 2.01106
48.76100, -0.07411, -0.08122, 3.93938, 2.01266
48.76200, -0.07218, -0.08113, 3.94081, 2.01425
48.76300, -0.07025, -0.08104, 3.94220, 2.01584
48.76400, -0.06833, -0.08095, 3.94356, 2.01743
48.76500, -0.06640, -0.08086, 3.94488, 2.01901
48.76600, -0.06447, -0.08076, 3.94616, 2.02060
48.76700, -0.06255, -0.08067, 3.94740, 2.02219
48.76800, -0.06062, -0.08057, 3.94860, 2.02377
48.76900, -0.05870, -0.08047, 3.94977, 2.02535
48.77000, -0.05678, -0.08036, 3.95089, 2.02693
48.77100, -0.05485, -0.08026, 3.95198, 2.02851
48.77200, -0.05293, -0.08015, 3.95303, 2.03009
48.77300, -0.05101, -0.08004, 3.95405, 2.03166
48.77400, -0.04909, -0.07993, 3.95502, 2.03323
48.77500, -0.04717, -0.07982, 3.95596, 2.03481
48.77600, -0.04525, -0.07970, 3.95686, 2.03638
48.77700, -0.04333, -0.07958, 3.95772, 2.03794
48.77800, -0.04141, -0.07946, 3.95854, 2.03951
48.77900, -0.03949, -0.07933, 3.95932, 2.04108
48.78000, -0.03758, -0.07921, 3.96007, 2.04264
48.78100, -0.03566, -0.07908, 3.96078, 2.04420
48.78200, -0.03375, -0.07894, 3.96144, 2.04576
48.78300, -0.03183, -0.07881, 3.96208, 2.04732
48.78400, -0.02992, -0.07867, 3.96267, 2.04887
48.78500, -0.02801, -0.07853, 3.96322, 2.05043
48.78600, -0.02610, -0.07839, 3.96374, 2.05198
48.78700, -0.02419, -0.07824, 3.96422, 2.05353
48.78800, -0.02228, -0.07809, 3.96466, 2.05507
48.78900, -0.02038, -0.07794, 3.96506, 2.05662
48.79000, -0.01847, -0.07778, 3.96542, 2.05816
48.79100, -0.01657, -0.07762, 3.96575, 2.05970
48.79200, -0.01467, -0.07746, 3.96604, 2.06124
48.79300, -0.01277, -0.07729, 3.96629, 2.06278
48.79400, -0.01087, -0.07713, 3.96650, 2.06431
48.79500, -0.00897, -0.07695, 3.96667, 2.06584
48.79600, -0.00707, -0.07678, 3.96680, 2.06737
48.79700, -0.00518, -0.07660, 3.96690, 2.06890
48.79800, -0.00329, -0.07642, 3.96696, 2.07042
48.79900, -0.00140, -0.07623, 3.96698, 2.07194
