t,phi1,phi2,p1,p2
0.00000, 0.00000, 0.00000, 4.00000, 2.00000
0.00100, 0.00200, 0.00000, 3.99998, 2.00000
0.00200, 0.00400, 0.00000, 3.99992, 2.00000
0.00300, 0.00600, 0.00000, 3.99982, 2.00000
0.00400, 0.00800, 0.00000, 3.99969, 2.00000
0.00500, 0.01000, 0.00000, 3.99951, 2.00000
0.00600, 0.01200, 0.00000, 3.99929, 2.00000
0.00700, 0.01400, 0.00000, 3.99904, 2.00000
0.00800, 0.01600, 0.00000, 3.99874, 2.00000
0.00900, 0.01799, 0.00001, 3.99841, 2.00000
0.01000, 0.01999, 0.00001, 3.99804, 2.00000
0.01100, 0.02199, 0.00001, 3.99763, 2.00000
0.01200, 0.02399, 0.00002, 3.99718, 2.00000
0.01300, 0.02598, 0.00002, 3.99669, 2.00000
0.01400, 0.02798, 0.00003, 3.99616, 2.00000
0.01500, 0.02997, 0.00003, 3.99559, 2.00000
0.01600, 0.03197, 0.00004, 3.99498, 2.00000
0.01700, 0.03396, 0.00005, 3.99433, 2.00000
0.01800, 0.03595, 0.00005, 3.99365, 2.00000
0.01900, 0.03795, 0.00006, 3.99292, 2.00000
0.02000, 0.03994, 0.00007, 3.99216, 2.00000
0.02100, 0.04193, 0.00008, 3.99135, 2.00000
0.02200, 0.04392, 0.00010, 3.99051, 2.00000
0.02300, 0.04590, 0.00011, 3.98963, 2.00000
0.02400, 0.04789, 0.00013, 3.98871, 1.99999
0.02500, 0.04988, 0.00014, 3.98775, 1.99999
0.02600, 0.05186, 0.00016, 3.98675, 1.99999
0.02700, 0.05385, 0.00018, 3.98571, 1.99999
0.02800, 0.05583, 0.00020, 3.98463, 1.99999
0.02900, 0.05781, 0.00022, 3.98352, 1.99999
0.03000, 0.05979, 0.00025, 3.98236, 1.99999
0.03100, 0.06177, 0.00027, 3.98117, 1.99998
0.03200, 0.06374, 0.00030, 3.97993, 1.99998
0.03300, 0.06572, 0.00033, 3.97866, 1.99998
0.03400, 0.06769, 0.00036, 3.97735, 1.99998
0.03500, 0.06966, 0.00039, 3.97600, 1.99997
0.03600, 0.07164, 0.00043, 3.97461, 1.99997
0.03700, 0.07360, 0.00046, 3.97318, 1.99997
0.03800, 0.07557, 0.00050, 3.97172, 1.99996
0.03900, 0.07754, 0.00054, 3.97021, 1.99996
0.04000, 0.07950, 0.00058, 3.96867, 1.99995
0.04100, 0.08146, 0.00063, 3.96708, 1.99995
0.04200, 0.08342, 0.00067, 3.96546, 1.99994
0.04300, 0.08538, 0.00072, 3.96380, 1.99994
0.04400, 0.08734, 0.00077, 3.96210, 1.99993
0.04500, 0.08929, 0.00083, 3.96036, 1.99993
0.04600, 0.09124, 0.00088, 3.95858, 1.99992
0.04700, 0.09319, 0.00094, 3.95676, 1.99991
0.04800, 0.09514, 0.00100, 3.95491, 1.99990
0.04900, 0.09709, 0.00106, 3.95301, 1.99989
0.05000, 0.09903, 0.00113, 3.95108, 1.99988
0.05100, 0.10097, 0.00120, 3.94911, 1.99987
0.05200, 0.10291, 0.00127, 3.94710, 1.99986
0.05300, 0.10485, 0.00134, 3.94505, 1.99985
0.05400, 0.10678, 0.00142, 3.94297, 1.99984
0.05500, 0.10871, 0.00150, 3.94084, 1.99983
0.05600, 0.11064, 0.00158, 3.93868, 1.99982
0.05700, 0.11257, 0.00166, 3.93647, 1.99980
0.05800, 0.11449, 0.00175, 3.93423, 1.99979
0.05900, 0.11641, 0.00184, 3.93195, 1.99977
0.06000, 0.11833, 0.00194, 3.92964, 1.99976
0.06100, 0.12025, 0.00203, 3.92728, 1.99974
0.06200, 0.12216, 0.00213, 3.92489, 1.99972
0.06300, 0.12407, 0.00224, 3.92246, 1.99970
0.06400, 0.12598, 0.00234, 3.91998, 1.99968
0.06500, 0.12788, 0.00245, 3.91748, 1.99966
0.06600, 0.12979, 0.00256, 3.91493, 1.99964
0.06700, 0.13169, 0.00268, 3.91234, 1.99961
0.06800, 0.13358, 0.00280, 3.90972, 1.99959
0.06900, 0.13548, 0.00292, 3.90706, 1.99956
0.07000, 0.13737, 0.00305, 3.90436, 1.99954
0.07100, 0.13925, 0.00318, 3.90162, 1.99951
0.07200, 0.14114, 0.00331, 3.89885, 1.99948
0.07300, 0.14302, 0.00345, 3.89604, 1.99945
0.07400, 0.14490, 0.00359, 3.89319, 1.99942
0.07500, 0.14677, 0.00373, 3.89030, 1.99938
0.07600, 0.14864, 0.00388, 3.88737, 1.99935
0.07700, 0.15051, 0.00403, 3.88441, 1.99931
0.07800, 0.15238, 0.00418, 3.88141, 1.99927
0.07900, 0.15424, 0.00434, 3.87837, 1.99923
0.08000, 0.15610, 0.00450, 3.87529, 1.99919
0.08100, 0.15795, 0.00467, 3.87218, 1.99915
0.08200, 0.15980, 0.00484, 3.86903, 1.99910
0.08300, 0.16165, 0.00501, 3.86584, 1.99906
0.08400, 0.16350, 0.00519, 3.86261, 1.99901
0.08500, 0.16534, 0.00537, 3.85935, 1.99896
0.08600, 0.16718, 0.00555, 3.85605, 1.99891
0.08700, 0.16901, 0.00574, 3.85271, 1.99885
0.08800, 0.17084, 0.00594, 3.84934, 1.99879
0.08900, 0.17267, 0.00613, 3.84592, 1.99873
0.09000, 0.17449, 0.00633, 3.84248, 1.99867
0.09100, 0.17631, 0.00654, 3.83899, 1.99861
0.09200, 0.17812, 0.00675, 3.83547, 1.99854
0.09300, 0.17993, 0.00696, 3.83191, 1.99848
0.09400, 0.18174, 0.00718, 3.82831, 1.99841
0.09500, 0.18355, 0.00740, 3.82468, 1.99833
0.09600, 0.18535, 0.00763, 3.82101, 1.99826
0.09700, 0.18714, 0.00786, 3.81731, 1.99818
0.09800, 0.18893, 0.00810, 3.81357, 1.99810
0.09900, 0.19072, 0.00833, 3.80979, 1.99801
0.10000, 0.19251, 0.00858, 3.80597, 1.99793
0.10100, 0.19429, 0.00883, 3.80212, 1.99784
0.10200, 0.19606, 0.00908, 3.79823, 1.99775
0.10300, 0.19784, 0.00934, 3.79431, 1.99765
0.10400, 0.19960, 0.00960, 3.79035, 1.99755
0.10500, 0.20137, 0.00986, 3.78636, 1.99745
0.10600, 0.20313, 0.01013, 3.78233, 1.99734
0.10700, 0.20488, 0.01041, 3.77826, 1.99723
0.10800, 0.20663, 0.01069, 3.77416, 1.99712
0.10900, 0.20838, 0.01097, 3.77002, 1.99701
0.11000, 0.21012, 0.01126, 3.76585, 1.99689
0.11100, 0.21186, 0.01155, 3.76164, 1.99677
0.11200, 0.21359, 0.01185, 3.75740, 1.99664
0.11300, 0.21532, 0.01215, 3.75312, 1.99651
0.11400, 0.21705, 0.01246, 3.74880, 1.99638
0.11500, 0.21877, 0.01277, 3.74445, 1.99624
0.11600, 0.22049, 0.01309, 3.74007, 1.99609
0.11700, 0.22220, 0.01341, 3.73565, 1.99595
0.11800, 0.22390, 0.01374, 3.73119, 1.99580
0.11900, 0.22561, 0.01407, 3.72671, 1.99564
0.12000, 0.22731, 0.01440, 3.72218, 1.99548
0.12100, 0.22900, 0.01474, 3.71762, 1.99532
0.12200, 0.23069, 0.01509, 3.71303, 1.99515
0.12300, 0.23237, 0.01544, 3.70840, 1.99498
0.12400, 0.23405, 0.01579, 3.70374, 1.99480
0.12500, 0.23573, 0.01615, 3.69905, 1.99462
0.12600, 0.23740, 0.01651, 3.69432, 1.99443
0.12700, 0.23907, 0.01688, 3.68955, 1.99424
0.12800, 0.24073, 0.01726, 3.68476, 1.99404
0.12900, 0.24238, 0.01764, 3.67992, 1.99384
0.13000, 0.24403, 0.01802, 3.67506, 1.99363
0.13100, 0.24568, 0.01841, 3.67016, 1.99342
0.13200, 0.24732, 0.01880, 3.66523, 1.99320
0.13300, 0.24896, 0.01920, 3.66026, 1.99297
0.13400, 0.25059, 0.01960, 3.65527, 1.99274
0.13500, 0.25222, 0.02001, 3.65023, 1.99251
0.13600, 0.25384, 0.02043, 3.64517, 1.99227
0.13700, 0.25546, 0.02085, 3.64007, 1.99202
0.13800, 0.25707, 0.02127, 3.63494, 1.99177
0.13900, 0.25868, 0.02170, 3.62978, 1.99151
0.14000, 0.26029, 0.02213, 3.62458, 1.99124
0.14100, 0.26188, 0.02257, 3.61935, 1.99097
0.14200, 0.26348, 0.02301, 3.61409, 1.99069
0.14300, 0.26506, 0.02346, 3.60880, 1.99040
0.14400, 0.26665, 0.02391, 3.60347, 1.99011
0.14500, 0.26822, 0.02437, 3.59812, 1.98981
0.14600, 0.26980, 0.02484, 3.59273, 1.98950
0.14700, 0.27137, 0.02531, 3.58731, 1.98919
0.14800, 0.27293, 0.02578, 3.58185, 1.98887
0.14900, 0.27449, 0.02626, 3.57637, 1.98854
0.15000, 0.27604, 0.02674, 3.57085, 1.98821
0.15100, 0.27759, 0.02723, 3.56531, 1.98787
0.15200, 0.27913, 0.02772, 3.55973, 1.98752
0.15300, 0.28066, 0.02822, 3.55412, 1.98716
0.15400, 0.28220, 0.02873, 3.54848, 1.98679
0.15500, 0.28372, 0.02924, 3.54281, 1.98642
0.15600, 0.28524, 0.02975, 3.53710, 1.98604
0.15700, 0.28676, 0.03027, 3.53137, 1.98565
0.15800, 0.28827, 0.03079, 3.52561, 1.98525
0.15900, 0.28978, 0.03132, 3.51981, 1.98485
0.16000, 0.29128, 0.03186, 3.51399, 1.98443
0.16100, 0.29277, 0.03240, 3.50814, 1.98401
0.16200, 0.29426, 0.03294, 3.50225, 1.98358
0.16300, 0.29574, 0.03349, 3.49634, 1.98314
0.16400, 0.29722, 0.03405, 3.49040, 1.98269
0.16500, 0.29870, 0.03461, 3.48442, 1.98223
0.16600, 0.30016, 0.03517, 3.47842, 1.98176
0.16700, 0.30163, 0.03574, 3.47239, 1.98129
0.16800, 0.30308, 0.03632, 3.46633, 1.98080
0.16900, 0.30454, 0.03690, 3.46024, 1.98031
0.17000, 0.30598, 0.03748, 3.45412, 1.97980
0.17100, 0.30742, 0.03807, 3.44797, 1.97929
0.17200, 0.30886, 0.03867, 3.44180, 1.97876
0.17300, 0.31029, 0.03927, 3.43559, 1.97823
0.17400, 0.31171, 0.03988, 3.42936, 1.97768
0.17500, 0.31313, 0.04049, 3.42310, 1.97713
0.17600, 0.31455, 0.04110, 3.41681, 1.97656
0.17700, 0.31595, 0.04172, 3.41049, 1.97599
0.17800, 0.31736, 0.04235, 3.40414, 1.97540
0.17900, 0.31875, 0.04298, 3.39777, 1.97480
0.18000, 0.32014, 0.04361, 3.39137, 1.97420
0.18100, 0.32153, 0.04426, 3.38494, 1.97358
0.18200, 0.32291, 0.04490, 3.37849, 1.97295
0.18300, 0.32429, 0.04555, 3.37200, 1.97231
0.18400, 0.32565, 0.04621, 3.36549, 1.97166
0.18500, 0.32702, 0.04687, 3.35896, 1.97099
0.18600, 0.32838, 0.04753, 3.35239, 1.97032
0.18700, 0.32973, 0.04821, 3.34581, 1.96963
0.18800, 0.33107, 0.04888, 3.33919, 1.96893
0.18900, 0.33242, 0.04956, 3.33255, 1.96822
0.19000, 0.33375, 0.05025, 3.32588, 1.96750
0.19100, 0.33508, 0.05094, 3.31918, 1.96676
0.19200, 0.33641, 0.05163, 3.31246, 1.96602
0.19300, 0.33772, 0.05233, 3.30572, 1.96526
0.19400, 0.33904, 0.05304, 3.29894, 1.96448
0.19500, 0.34034, 0.05375, 3.29215, 1.96370
0.19600, 0.34165, 0.05446, 3.28532, 1.96290
0.19700, 0.34294, 0.05518, 3.27848, 1.96209
0.19800, 0.34423, 0.05591, 3.27160, 1.96127
0.19900, 0.34552, 0.05664, 3.26471, 1.96043
0.20000, 0.34679, 0.05737, 3.25778, 1.95958
0.20100, 0.34807, 0.05811, 3.25084, 1.95872
0.20200, 0.34933, 0.05886, 3.24387, 1.95784
0.20300, 0.35060, 0.05960, 3.23687, 1.95695
0.20400, 0.35185, 0.06036, 3.22985, 1.95605
0.20500, 0.35310, 0.06112, 3.22281, 1.95513
0.20600, 0.35435, 0.06188, 3.21574, 1.95420
0.20700, 0.35558, 0.06265, 3.20865, 1.95325
0.20800, 0.35682, 0.06342, 3.20153, 1.95229
0.20900, 0.35804, 0.06420, 3.19440, 1.95132
0.21000, 0.35927, 0.06498, 3.18723, 1.95033
0.21100, 0.36048, 0.06577, 3.18005, 1.94933
0.21200, 0.36169, 0.06656, 3.17284, 1.94831
0.21300, 0.36289, 0.06735, 3.16561, 1.94727
0.21400, 0.36409, 0.06816, 3.15836, 1.94623
0.21500, 0.36528, 0.06896, 3.15108, 1.94516
0.21600, 0.36647, 0.06977, 3.14379, 1.94408
0.21700, 0.36765, 0.07059, 3.13647, 1.94299
0.21800, 0.36883, 0.07140, 3.12912, 1.94188
0.21900, 0.36999, 0.07223, 3.12176, 1.94076
0.22000, 0.37116, 0.07306, 3.11437, 1.93961
0.22100, 0.37232, 0.07389, 3.10697, 1.93846
0.22200, 0.37347, 0.07473, 3.09954, 1.93729
0.22300, 0.37461, 0.07557, 3.09209, 1.93610
0.22400, 0.37575, 0.07641, 3.08462, 1.93489
0.22500, 0.37689, 0.07727, 3.07712, 1.93367
0.22600, 0.37801, 0.07812, 3.06961, 1.93243
0.22700, 0.37914, 0.07898, 3.06208, 1.93118
0.22800, 0.38025, 0.07984, 3.05452, 1.92991
0.22900, 0.38136, 0.08071, 3.04695, 1.92862
0.23000, 0.38247, 0.08159, 3.03935, 1.92732
0.23100, 0.38357, 0.08246, 3.03173, 1.92600
0.23200, 0.38466, 0.08334, 3.02410, 1.92466
0.23300, 0.38575, 0.08423, 3.01644, 1.92330
0.23400, 0.38683, 0.08512, 3.00877, 1.92193
0.23500, 0.38790, 0.08601, 3.00107, 1.92054
0.23600, 0.38897, 0.08691, 2.99336, 1.91913
0.23700, 0.39004, 0.08782, 2.98562, 1.91771
0.23800, 0.39110, 0.08872, 2.97787, 1.91626
0.23900, 0.39215, 0.08963, 2.97010, 1.91480
0.24000, 0.39319, 0.09055, 2.96231, 1.91332
0.24100, 0.39423, 0.09147, 2.95450, 1.91183
0.24200, 0.39527, 0.09239, 2.94667, 1.91031
0.24300, 0.39630, 0.09332, 2.93883, 1.90878
0.24400, 0.39732, 0.09425, 2.93096, 1.90722
0.24500, 0.39834, 0.09519, 2.92308, 1.90565
0.24600, 0.39935, 0.09613, 2.91518, 1.90406
0.24700, 0.40035, 0.09707, 2.90726, 1.90245
0.24800, 0.40135, 0.09802, 2.89932, 1.90083
0.24900, 0.40235, 0.09897, 2.89137, 1.89918
0.25000, 0.40333, 0.09993, 2.88340, 1.89752
0.25100, 0.40432, 0.10089, 2.87541, 1.89583
0.25200, 0.40529, 0.10185, 2.86740, 1.89413
0.25300, 0.40626, 0.10282, 2.85938, 1.89240
0.25400, 0.40723, 0.10379, 2.85134, 1.89066
0.25500, 0.40818, 0.10477, 2.84329, 1.88890
0.25600, 0.40914, 0.10574, 2.83521, 1.88712
0.25700, 0.41008, 0.10673, 2.82713, 1.88532
0.25800, 0.41102, 0.10771, 2.81902, 1.88349
0.25900, 0.41196, 0.10870, 2.81090, 1.88165
0.26000, 0.41289, 0.10970, 2.80276, 1.87979
0.26100, 0.41381, 0.11070, 2.79461, 1.87791
0.26200, 0.41473, 0.11170, 2.78644, 1.87601
0.26300, 0.41564, 0.11270, 2.77825, 1.87408
0.26400, 0.41655, 0.11371, 2.77005, 1.87214
0.26500, 0.41745, 0.11472, 2.76184, 1.87018
0.26600, 0.41834, 0.11574, 2.75361, 1.86819
0.26700, 0.41923, 0.11676, 2.74536, 1.86619
0.26800, 0.42011, 0.11778, 2.73710, 1.86416
0.26900, 0.42099, 0.11881, 2.72883, 1.86211
0.27000, 0.42186, 0.11984, 2.72054, 1.86005
0.27100, 0.42272, 0.12087, 2.71223, 1.85796
0.27200, 0.42358, 0.12191, 2.70391, 1.85585
0.27300, 0.42443, 0.12295, 2.69558, 1.85372
0.27400, 0.42528, 0.12399, 2.68723, 1.85156
0.27500, 0.42612, 0.12504, 2.67887, 1.84939
0.27600, 0.42696, 0.12609, 2.67050, 1.84719
0.27700, 0.42779, 0.12714, 2.66211, 1.84497
0.27800, 0.42862, 0.12820, 2.65371, 1.84273
0.27900, 0.42943, 0.12926, 2.64529, 1.84047
0.28000, 0.43025, 0.13032, 2.63686, 1.83819
0.28100, 0.43105, 0.13138, 2.62842, 1.83589
0.28200, 0.43186, 0.13245, 2.61997, 1.83356
0.28300, 0.43265, 0.13353, 2.61150, 1.83121
0.28400, 0.43344, 0.13460, 2.60302, 1.82884
0.28500, 0.43422, 0.13568, 2.59453, 1.82644
0.28600, 0.43500, 0.13676, 2.58602, 1.82403
0.28700, 0.43578, 0.13784, 2.57750, 1.82159
0.28800, 0.43654, 0.13893, 2.56897, 1.81913
0.28900, 0.43730, 0.14002, 2.56043, 1.81664
0.29000, 0.43806, 0.14111, 2.55187, 1.81414
0.29100, 0.43881, 0.14221, 2.54331, 1.81161
0.29200, 0.43955, 0.14331, 2.53473, 1.80906
0.29300, 0.44029, 0.14441, 2.52614, 1.80648
0.29400, 0.44102, 0.14551, 2.51754, 1.80389
0.29500, 0.44175, 0.14662, 2.50892, 1.80127
0.29600, 0.44247, 0.14773, 2.50030, 1.79862
0.29700, 0.44319, 0.14884, 2.49166, 1.79596
0.29800, 0.44390, 0.14996, 2.48302, 1.79327
0.29900, 0.44460, 0.15108, 2.47436, 1.79055
0.30000, 0.44530, 0.15220, 2.46569, 1.78782
0.30100, 0.44600, 0.15332, 2.45701, 1.78506
0.30200, 0.44668, 0.15444, 2.44832, 1.78227
0.30300, 0.44737, 0.15557, 2.43962, 1.77947
0.30400, 0.44804, 0.15670, 2.43091, 1.77664
0.30500, 0.44871, 0.15784, 2.42219, 1.77378
0.30600, 0.44938, 0.15897, 2.41346, 1.77091
0.30700, 0.45004, 0.16011, 2.40472, 1.76800
0.30800, 0.45069, 0.16125, 2.39597, 1.76508
0.30900, 0.45134, 0.16239, 2.38721, 1.76213
0.31000, 0.45198, 0.16353, 2.37844, 1.75916
0.31100, 0.45262, 0.16468, 2.36966, 1.75616
0.31200, 0.45325, 0.16583, 2.36087, 1.75314
0.31300, 0.45388, 0.16698, 2.35207, 1.75010
0.31400, 0.45450, 0.16813, 2.34327, 1.74703
0.31500, 0.45511, 0.16929, 2.33445, 1.74393
0.31600, 0.45572, 0.17045, 2.32562, 1.74082
0.31700, 0.45633, 0.17160, 2.31679, 1.73768
0.31800, 0.45693, 0.17277, 2.30795, 1.73451
0.31900, 0.45752, 0.17393, 2.29909, 1.73132
0.32000, 0.45811, 0.17509, 2.29023, 1.72811
0.32100, 0.45869, 0.17626, 2.28137, 1.72487
0.32200, 0.45927, 0.17743, 2.27249, 1.72161
0.32300, 0.45984, 0.17860, 2.26360, 1.71832
0.32400, 0.46041, 0.17977, 2.25471, 1.71501
0.32500, 0.46097, 0.18095, 2.24581, 1.71167
0.32600, 0.46152, 0.18212, 2.23690, 1.70831
0.32700, 0.46207, 0.18330, 2.22798, 1.70493
0.32800, 0.46262, 0.18448, 2.21906, 1.70152
0.32900, 0.46316, 0.18566, 2.21012, 1.69808
0.33000, 0.46369, 0.18685, 2.20118, 1.69462
0.33100, 0.46422, 0.18803, 2.19223, 1.69114
0.33200, 0.46474, 0.18922, 2.18328, 1.68763
0.33300, 0.46526, 0.19040, 2.17432, 1.68410
0.33400, 0.46577, 0.19159, 2.16535, 1.68054
0.33500, 0.46628, 0.19278, 2.15637, 1.67696
0.33600, 0.46678, 0.19397, 2.14739, 1.67335
0.33700, 0.46728, 0.19517, 2.13840, 1.66972
0.33800, 0.46777, 0.19636, 2.12940, 1.66606
0.33900, 0.46826, 0.19756, 2.12040, 1.66238
0.34000, 0.46874, 0.19875, 2.11139, 1.65867
0.34100, 0.46922, 0.19995, 2.10237, 1.65494
0.34200, 0.46969, 0.20115, 2.09335, 1.65118
0.34300, 0.47015, 0.20235, 2.08432, 1.64740
0.34400, 0.47061, 0.20355, 2.07528, 1.64359
0.34500, 0.47107, 0.20475, 2.06624, 1.63976
0.34600, 0.47152, 0.20596, 2.05719, 1.63590
0.34700, 0.47197, 0.20716, 2.04814, 1.63202
0.34800, 0.47241, 0.20837, 2.03908, 1.62811
0.34900, 0.47284, 0.20957, 2.03001, 1.62418
0.35000, 0.47327, 0.21078, 2.02094, 1.62022
0.35100, 0.47370, 0.21199, 2.01187, 1.61624
0.35200, 0.47412, 0.21320, 2.00278, 1.61223
0.35300, 0.47453, 0.21440, 1.99370, 1.60820
0.35400, 0.47494, 0.21561, 1.98460, 1.60414
0.35500, 0.47534, 0.21683, 1.97551, 1.60006
0.35600, 0.47574, 0.21804, 1.96640, 1.59595
0.35700, 0.47614, 0.21925, 1.95730, 1.59182
0.35800, 0.47653, 0.22046, 1.94818, 1.58766
0.35900, 0.47691, 0.22167, 1.93906, 1.58348
0.36000, 0.47729, 0.22289, 1.92994, 1.57927
0.36100, 0.47767, 0.22410, 1.92081, 1.57504
0.36200, 0.47804, 0.22532, 1.91168, 1.57078
0.36300, 0.47841, 0.22653, 1.90254, 1.56650
0.36400, 0.47877, 0.22775, 1.89340, 1.56219
0.36500, 0.47912, 0.22896, 1.88426, 1.55786
0.36600, 0.47947, 0.23018, 1.87511, 1.55350
0.36700, 0.47982, 0.23139, 1.86595, 1.54912
0.36800, 0.48016, 0.23261, 1.85679, 1.54471
0.36900, 0.48050, 0.23383, 1.84763, 1.54028
0.37000, 0.48083, 0.23504, 1.83846, 1.53582
0.37100, 0.48115, 0.23626, 1.82929, 1.53134
0.37200, 0.48148, 0.23748, 1.82012, 1.52683
0.37300, 0.48179, 0.23869, 1.81094, 1.52230
0.37400, 0.48211, 0.23991, 1.80176, 1.51774
0.37500, 0.48241, 0.24112, 1.79257, 1.51316
0.37600, 0.48272, 0.24234, 1.78338, 1.50855
0.37700, 0.48302, 0.24356, 1.77419, 1.50392
0.37800, 0.48331, 0.24477, 1.76499, 1.49926
0.37900, 0.48360, 0.24599, 1.75579, 1.49458
0.38000, 0.48389, 0.24720, 1.74659, 1.48988
0.38100, 0.48417, 0.24842, 1.73738, 1.48514
0.38200, 0.48444, 0.24963, 1.72817, 1.48039
0.38300, 0.48471, 0.25085, 1.71896, 1.47561
0.38400, 0.48498, 0.25206, 1.70974, 1.47080
0.38500, 0.48524, 0.25327, 1.70052, 1.46597
0.38600, 0.48550, 0.25449, 1.69130, 1.46112
0.38700, 0.48575, 0.25570, 1.68208, 1.45624
0.38800, 0.48600, 0.25691, 1.67285, 1.45134
0.38900, 0.48625, 0.25812, 1.66362, 1.44641
0.39000, 0.48649, 0.25933, 1.65438, 1.44146
0.39100, 0.48672, 0.26054, 1.64515, 1.43648
0.39200, 0.48695, 0.26175, 1.63591, 1.43148
0.39300, 0.48718, 0.26296, 1.62667, 1.42645
0.39400, 0.48740, 0.26416, 1.61743, 1.42140
0.39500, 0.48762, 0.26537, 1.60818, 1.41633
0.39600, 0.48784, 0.26657, 1.59893, 1.41123
0.39700, 0.48805, 0.26778, 1.58968, 1.40611
0.39800, 0.48825, 0.26898, 1.58043, 1.40096
0.39900, 0.48845, 0.27018, 1.57117, 1.39579
0.40000, 0.48865, 0.27138, 1.56192, 1.39059
0.40100, 0.48884, 0.27258, 1.55266, 1.38537
0.40200, 0.48903, 0.27378, 1.54340, 1.38013
0.40300, 0.48922, 0.27498, 1.53414, 1.37486
0.40400, 0.48940, 0.27617, 1.52487, 1.36957
0.40500, 0.48957, 0.27737, 1.51561, 1.36426
0.40600, 0.48974, 0.27856, 1.50634, 1.35892
0.40700, 0.48991, 0.27975, 1.49707, 1.35356
0.40800, 0.49008, 0.28094, 1.48780, 1.34817
0.40900, 0.49024, 0.28213, 1.47852, 1.34276
0.41000, 0.49039, 0.28332, 1.46925, 1.33733
0.41100, 0.49055, 0.28451, 1.45997, 1.33187
0.41200, 0.49069, 0.28569, 1.45070, 1.32639
0.41300, 0.49084, 0.28687, 1.44142, 1.32088
0.41400, 0.49098, 0.28805, 1.43214, 1.31536
0.41500, 0.49111, 0.28923, 1.42286, 1.30981
0.41600, 0.49125, 0.29041, 1.41358, 1.30423
0.41700, 0.49137, 0.29159, 1.40429, 1.29864
0.41800, 0.49150, 0.29276, 1.39501, 1.29301
0.41900, 0.49162, 0.29393, 1.38572, 1.28737
0.42000, 0.49174, 0.29510, 1.37644, 1.28170
0.42100, 0.49185, 0.29627, 1.36715, 1.27602
0.42200, 0.49196, 0.29744, 1.35786, 1.27030
0.42300, 0.49206, 0.29860, 1.34857, 1.26457
0.42400, 0.49217, 0.29976, 1.33928, 1.25881
0.42500, 0.49226, 0.30092, 1.32999, 1.25303
0.42600, 0.49236, 0.30208, 1.32070, 1.24723
0.42700, 0.49245, 0.30323, 1.31141, 1.24140
0.42800, 0.49254, 0.30439, 1.30212, 1.23555
0.42900, 0.49262, 0.30554, 1.29282, 1.22968
0.43000, 0.49270, 0.30668, 1.28353, 1.22379
0.43100, 0.49278, 0.30783, 1.27423, 1.21787
0.43200, 0.49285, 0.30897, 1.26494, 1.21193
0.43300, 0.49292, 0.31011, 1.25565, 1.20597
0.43400, 0.49299, 0.31125, 1.24635, 1.19999
0.43500, 0.49305, 0.31239, 1.23705, 1.19398
0.43600, 0.49311, 0.31352, 1.22776, 1.18796
0.43700, 0.49316, 0.31465, 1.21846, 1.18191
0.43800, 0.49321, 0.31578, 1.20917, 1.17584
0.43900, 0.49326, 0.31690, 1.19987, 1.16975
0.44000, 0.49331, 0.31803, 1.19057, 1.16363
0.44100, 0.49335, 0.31915, 1.18128, 1.15750
0.44200, 0.49339, 0.32026, 1.17198, 1.15134
0.44300, 0.49342, 0.32138, 1.16269, 1.14516
0.44400, 0.49345, 0.32249, 1.15339, 1.13896
0.44500, 0.49348, 0.32360, 1.14409, 1.13274
0.44600, 0.49351, 0.32470, 1.13480, 1.12650
0.44700, 0.49353, 0.32580, 1.12550, 1.12024
0.44800, 0.49355, 0.32690, 1.11621, 1.11395
0.44900, 0.49356, 0.32800, 1.10691, 1.10765
0.45000, 0.49358, 0.32909, 1.09762, 1.10132
0.45100, 0.49359, 0.33018, 1.08832, 1.09497
0.45200, 0.49359, 0.33126, 1.07903, 1.08861
0.45300, 0.49360, 0.33234, 1.06974, 1.08222
0.45400, 0.49360, 0.33342, 1.06044, 1.07581
0.45500, 0.49359, 0.33450, 1.05115, 1.06938
0.45600, 0.49359, 0.33557, 1.04186, 1.06293
0.45700, 0.49358, 0.33664, 1.03257, 1.05646
0.45800, 0.49357, 0.33771, 1.02328, 1.04997
0.45900, 0.49355, 0.33877, 1.01399, 1.04346
0.46000, 0.49353, 0.33983, 1.00470, 1.03693
0.46100, 0.49351, 0.34088, 0.99541, 1.03038
0.46200, 0.49349, 0.34193, 0.98613, 1.02381
0.46300, 0.49346, 0.34298, 0.97684, 1.01722
0.46400, 0.49343, 0.34402, 0.96755, 1.01060
0.46500, 0.49340, 0.34506, 0.95827, 1.00398
0.46600, 0.49336, 0.34610, 0.94899, 0.99733
0.46700, 0.49332, 0.34713, 0.93970, 0.99066
0.46800, 0.49328, 0.34816, 0.93042, 0.98397
0.46900, 0.49324, 0.34918, 0.92114, 0.97726
0.47000, 0.49319, 0.35020, 0.91186, 0.97054
0.47100, 0.49314, 0.35122, 0.90258, 0.96379
0.47200, 0.49309, 0.35223, 0.89331, 0.95703
0.47300, 0.49304, 0.35323, 0.88403, 0.95024
0.47400, 0.49298, 0.35424, 0.87476, 0.94344
0.47500, 0.49292, 0.35524, 0.86548, 0.93662
0.47600, 0.49286, 0.35623, 0.85621, 0.92978
0.47700, 0.49279, 0.35722, 0.84694, 0.92292
0.47800, 0.49273, 0.35821, 0.83767, 0.91605
0.47900, 0.49266, 0.35919, 0.82840, 0.90915
0.48000, 0.49258, 0.36017, 0.81914, 0.90224
0.48100, 0.49251, 0.36114, 0.80987, 0.89531
